id,ndex,species,forme,type1,type2,ability1,ability2,abilityH,hp,attack,defense,spattack,spdefense,speed,total,weight,height,dex1,dex2,class,percent-male,percent-female,pre-evolution,egg-group1,egg-group2,legendary
936,493,Arceus,Arceus (Psychic),Psychic,,Multitype,,,120,120,120,120,120,120,720,705.5 lbs.,"10'06""",,,Alpha Pokémon,,,,Undiscovered,,1
937,493,Arceus,Arceus (Ice),Ice,,Multitype,,,120,120,120,120,120,120,720,705.5 lbs.,"10'06""",,,Alpha Pokémon,,,,Undiscovered,,1
938,493,Arceus,Arceus (Dragon),Dragon,,Multitype,,,120,120,120,120,120,120,720,705.5 lbs.,"10'06""",,,Alpha Pokémon,,,,Undiscovered,,1
939,493,Arceus,Arceus (Dark),Dark,,Multitype,,,120,120,120,120,120,120,720,705.5 lbs.,"10'06""",,,Alpha Pokémon,,,,Undiscovered,,1
940,493,Arceus,Arceus (Fairy),Fairy,,Multitype,,,120,120,120,120,120,120,720,705.5 lbs.,"10'06""",,,Alpha Pokémon,,,,Undiscovered,,1
941,531,Audino,Audino (Mega Audino),Normal,Fairy,Healer,,,103,60,126,80,126,50,545,70.5 lbs.,"4'11""",,,Hearing Pokémon,0.5,0.5,,Fairy,,0
942,550,Basculin,Basculin (Blue-Striped Form),Water,,Rock Head,Adaptability,Mold Breaker,70,92,65,80,55,98,460,39.7 lbs.,"3'03""",,,Hostile Pokémon,0.5,0.5,,Water 2,,0
943,555,Darmanitan,Darmanitan (Zen Mode),Fire,Psychic,Zen Mode,,,105,30,105,140,105,55,540,204.8 lbs.,"4'03""",,,Blazing Pokémon,0.5,0.5,Darumaka,Field,,0
944,585,Deerling,Deerling (Summer Form),Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,60,60,50,40,50,75,335,43.0 lbs.,"2'00""",,,Season Pokémon,0.5,0.5,,Field,,0
945,585,Deerling,Deerling (Autumn Form),Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,60,60,50,40,50,75,335,43.0 lbs.,"2'00""",,,Season Pokémon,0.5,0.5,,Field,,0
946,585,Deerling,Deerling (Winter Form),Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,60,60,50,40,50,75,335,43.0 lbs.,"2'00""",,,Season Pokémon,0.5,0.5,,Field,,0
947,586,Sawsbuck,Sawsbuck (Summer Form),Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,80,100,70,60,70,95,475,203.9 lbs.,"6'03""",,,Season Pokémon,0.5,0.5,Deerling,Field,,0
948,586,Sawsbuck,Sawsbuck (Autumn Form),Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,80,100,70,60,70,95,475,203.9 lbs.,"6'03""",,,Season Pokémon,0.5,0.5,Deerling,Field,,0
949,586,Sawsbuck,Sawsbuck (Winter Form),Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,80,100,70,60,70,95,475,203.9 lbs.,"6'03""",,,Season Pokémon,0.5,0.5,Deerling,Field,,0
950,641,Tornadus,Tornadus (Therian Forme),Flying,,Regenerator,,,79,100,80,110,90,121,580,138.9 lbs.,"4'07""",,,Cyclone Pokémon,1,0,,Undiscovered,,1
951,642,Thundurus,Thundurus (Therian Forme),Electric,Flying,Volt Absorb,,,79,105,70,145,80,101,580,134.5 lbs.,"9'10""",,,Bolt Strike Pokémon,1,0,,Undiscovered,,1
952,645,Landorus,Landorus (Therian Forme),Ground,Flying,Intimidate,,,89,145,90,105,80,91,600,149.9 lbs.,"4'03""",,,Abundance Pokémon,1,0,,Undiscovered,,1
953,646,Kyurem,Kyurem (White Kyurem),Dragon,Ice,Turboblaze,,,125,120,90,170,100,95,700,716.5 lbs.,"11'10""",,,Boundary Pokémon,,,,Undiscovered,,1
954,646,Kyurem,Kyurem (Black Kyurem),Dragon,Ice,Teravolt,,,125,170,100,120,90,95,700,716.5 lbs.,"10'10""",,,Boundary Pokémon,,,,Undiscovered,,1
955,647,Keldeo,Keldeo (Resolute Form),Water,Fighting,Justified,,,91,72,90,129,90,108,580,106.9 lbs.,"4'07""",,,Colt Pokémon,,,,Undiscovered,,1
956,648,Meloetta,Meloetta (Pirouette Forme),Normal,Fighting,Serene Grace,,,100,128,90,77,77,128,600,14.3 lbs.,"2'00""",,,Melody Pokémon,,,,Undiscovered,,1
957,649,Genesect,Genesect (Genesect),Bug,Steel,Download,,,71,120,95,120,95,99,600,181.9 lbs.,"4'11""",,,Paleozoic Pokémon,,,,Undiscovered,,1
958,649,Genesect,Genesect (Genesect),Bug,Steel,Download,,,71,120,95,120,95,99,600,181.9 lbs.,"4'11""",,,Paleozoic Pokémon,,,,Undiscovered,,1
959,649,Genesect,Genesect (Genesect),Bug,Steel,Download,,,71,120,95,120,95,99,600,181.9 lbs.,"4'11""",,,Paleozoic Pokémon,,,,Undiscovered,,1
960,649,Genesect,Genesect (Genesect),Bug,Steel,Download,,,71,120,95,120,95,99,600,181.9 lbs.,"4'11""",,,Paleozoic Pokémon,,,,Undiscovered,,1
961,658,Greninja,Greninja (Battle Bond),Water,Dark,Battle Bond,Battle Bond,Battle Bond,72,95,67,103,71,122,530,88.2 lbs.,"4'11""",,,Ninja Pokémon,1,0,,Undiscovered,,0
962,658,Greninja,Greninja (Ash-Greninja),Water,Dark,Battle Bond,Battle Bond,Battle Bond,72,145,67,153,71,132,640,88.2 lbs.,"4'11""",,,Ninja Pokémon,1,0,,Undiscovered,,0
963,666,Vivillon,Vivillon (Polar Pattern),Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89,411,37.5 lbs.,"3'11""",,,Scale Pokémon,0.5,0.5,Spewpa,Bug,,0
964,666,Vivillon,Vivillon (Tundra Pattern),Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89,411,37.5 lbs.,"3'11""",,,Scale Pokémon,0.5,0.5,Spewpa,Bug,,0
965,666,Vivillon,Vivillon (Continental Pattern),Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89,411,37.5 lbs.,"3'11""",,,Scale Pokémon,0.5,0.5,Spewpa,Bug,,0
966,666,Vivillon,Vivillon (Garden Pattern),Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89,411,37.5 lbs.,"3'11""",,,Scale Pokémon,0.5,0.5,Spewpa,Bug,,0
967,666,Vivillon,Vivillon (Elegant Pattern),Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89,411,37.5 lbs.,"3'11""",,,Scale Pokémon,0.5,0.5,Spewpa,Bug,,0
968,666,Vivillon,Vivillon (Meadow Pattern),Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89,411,37.5 lbs.,"3'11""",,,Scale Pokémon,0.5,0.5,Spewpa,Bug,,0
969,666,Vivillon,Vivillon (Modern Pattern),Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89,411,37.5 lbs.,"3'11""",,,Scale Pokémon,0.5,0.5,Spewpa,Bug,,0
970,666,Vivillon,Vivillon (Marine Pattern),Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89,411,37.5 lbs.,"3'11""",,,Scale Pokémon,0.5,0.5,Spewpa,Bug,,0
971,666,Vivillon,Vivillon (Archipelago Pattern),Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89,411,37.5 lbs.,"3'11""",,,Scale Pokémon,0.5,0.5,Spewpa,Bug,,0
972,666,Vivillon,Vivillon (High Plains Pattern),Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89,411,37.5 lbs.,"3'11""",,,Scale Pokémon,0.5,0.5,Spewpa,Bug,,0
973,666,Vivillon,Vivillon (Sandstorm Pattern),Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89,411,37.5 lbs.,"3'11""",,,Scale Pokémon,0.5,0.5,Spewpa,Bug,,0
974,666,Vivillon,Vivillon (River Pattern),Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89,411,37.5 lbs.,"3'11""",,,Scale Pokémon,0.5,0.5,Spewpa,Bug,,0
975,666,Vivillon,Vivillon (Monsoon Pattern),Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89,411,37.5 lbs.,"3'11""",,,Scale Pokémon,0.5,0.5,Spewpa,Bug,,0
976,666,Vivillon,Vivillon (Savanna Pattern),Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89,411,37.5 lbs.,"3'11""",,,Scale Pokémon,0.5,0.5,Spewpa,Bug,,0
977,666,Vivillon,Vivillon (Sun Pattern),Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89,411,37.5 lbs.,"3'11""",,,Scale Pokémon,0.5,0.5,Spewpa,Bug,,0
978,666,Vivillon,Vivillon (Ocean Pattern),Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89,411,37.5 lbs.,"3'11""",,,Scale Pokémon,0.5,0.5,Spewpa,Bug,,0
979,666,Vivillon,Vivillon (Jungle Pattern),Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89,411,37.5 lbs.,"3'11""",,,Scale Pokémon,0.5,0.5,Spewpa,Bug,,0
980,666,Vivillon,Vivillon (Fancy Pattern),Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89,411,37.5 lbs.,"3'11""",,,Scale Pokémon,0.5,0.5,Spewpa,Bug,,0
981,666,Vivillon,Vivillon (Poké Ball Pattern),Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89,411,37.5 lbs.,"3'11""",,,Scale Pokémon,0.5,0.5,Spewpa,Bug,,0
982,669,Flabébé,Flabébé (Yellow Flower),Fairy,,Flower Veil,,Symbiosis,44,38,39,61,79,42,303,0.2 lbs.,"0'04""",,,Single Bloom Pokémon,0,1,,Fairy,,0
983,669,Flabébé,Flabébé (Orange Flower),Fairy,,Flower Veil,,Symbiosis,44,38,39,61,79,42,303,0.2 lbs.,"0'04""",,,Single Bloom Pokémon,0,1,,Fairy,,0
984,669,Flabébé,Flabébé (Blue Flower),Fairy,,Flower Veil,,Symbiosis,44,38,39,61,79,42,303,0.2 lbs.,"0'04""",,,Single Bloom Pokémon,0,1,,Fairy,,0
985,669,Flabébé,Flabébé (White Flower),Fairy,,Flower Veil,,Symbiosis,44,38,39,61,79,42,303,0.2 lbs.,"0'04""",,,Single Bloom Pokémon,0,1,,Fairy,,0
986,670,Floette,Floette (Yellow Flower),Fairy,,Flower Veil,,Symbiosis,54,45,47,75,98,52,371,2.0 lbs.,"0'08""",,,Single Bloom Pokémon,0,1,Flabébé,Fairy,,0
987,670,Floette,Floette (Orange Flower),Fairy,,Flower Veil,,Symbiosis,54,45,47,75,98,52,371,2.0 lbs.,"0'08""",,,Single Bloom Pokémon,0,1,Flabébé,Fairy,,0
988,670,Floette,Floette (Blue Flower),Fairy,,Flower Veil,,Symbiosis,54,45,47,75,98,52,371,2.0 lbs.,"0'08""",,,Single Bloom Pokémon,0,1,Flabébé,Fairy,,0
989,670,Floette,Floette (White Flower),Fairy,,Flower Veil,,Symbiosis,54,45,47,75,98,52,371,2.0 lbs.,"0'08""",,,Single Bloom Pokémon,0,1,Flabébé,Fairy,,0
990,670,Floette,Floette (Eternal Flower),Fairy,,Flower Veil,,,74,65,67,125,128,92,551,2.0 lbs.,"0'08""",,,Single Bloom Pokémon,0,1,,Undiscovered,,0
991,671,Florges,Florges (Yellow Flower),Fairy,,Flower Veil,,Symbiosis,78,65,68,112,154,75,552,22.0 lbs.,"3'07""",,,Garden Pokémon,0,1,Floette,Fairy,,0
992,671,Florges,Florges (Orange Flower),Fairy,,Flower Veil,,Symbiosis,78,65,68,112,154,75,552,22.0 lbs.,"3'07""",,,Garden Pokémon,0,1,Floette,Fairy,,0
993,671,Florges,Florges (Blue Flower),Fairy,,Flower Veil,,Symbiosis,78,65,68,112,154,75,552,22.0 lbs.,"3'07""",,,Garden Pokémon,0,1,Floette,Fairy,,0
994,671,Florges,Florges (White Flower),Fairy,,Flower Veil,,Symbiosis,78,65,68,112,154,75,552,22.0 lbs.,"3'07""",,,Garden Pokémon,0,1,Floette,Fairy,,0
995,676,Furfrou,Furfrou (Heart Trim),Normal,,Fur Coat,,,75,80,60,65,90,102,472,61.7 lbs.,"3'11""",,,Poodle Pokémon,0.5,0.5,,Field,,0
996,676,Furfrou,Furfrou (Star Trim),Normal,,Fur Coat,,,75,80,60,65,90,102,472,61.7 lbs.,"3'11""",,,Poodle Pokémon,0.5,0.5,,Field,,0
997,676,Furfrou,Furfrou (Diamond Trim),Normal,,Fur Coat,,,75,80,60,65,90,102,472,61.7 lbs.,"3'11""",,,Poodle Pokémon,0.5,0.5,,Field,,0
998,676,Furfrou,Furfrou (Debutante Trim),Normal,,Fur Coat,,,75,80,60,65,90,102,472,61.7 lbs.,"3'11""",,,Poodle Pokémon,0.5,0.5,,Field,,0
999,676,Furfrou,Furfrou (Matron Trim),Normal,,Fur Coat,,,75,80,60,65,90,102,472,61.7 lbs.,"3'11""",,,Poodle Pokémon,0.5,0.5,,Field,,0
1000,676,Furfrou,Furfrou (Dandy Trim),Normal,,Fur Coat,,,75,80,60,65,90,102,472,61.7 lbs.,"3'11""",,,Poodle Pokémon,0.5,0.5,,Field,,0
1001,676,Furfrou,Furfrou (La Reine Trim),Normal,,Fur Coat,,,75,80,60,65,90,102,472,61.7 lbs.,"3'11""",,,Poodle Pokémon,0.5,0.5,,Field,,0
1002,676,Furfrou,Furfrou (Kabuki Trim),Normal,,Fur Coat,,,75,80,60,65,90,102,472,61.7 lbs.,"3'11""",,,Poodle Pokémon,0.5,0.5,,Field,,0
1003,676,Furfrou,Furfrou (Pharaoh Trim),Normal,,Fur Coat,,,75,80,60,65,90,102,472,61.7 lbs.,"3'11""",,,Poodle Pokémon,0.5,0.5,,Field,,0
1004,678,Meowstic,Meowstic (Female),Psychic,,Keen Eye,Infiltrator,Competitive,74,48,76,83,81,104,466,18.7 lbs.,"2'00""",,,Constraint Pokémon,0,1,Espurr,Field,,0
1005,681,Aegislash,Aegislash (Blade Forme),Steel,Ghost,Stance Change,,,60,150,50,150,50,60,520,116.8 lbs.,"5'07""",,,Royal Sword Pokémon,0.5,0.5,Doublade,Mineral,,0
1006,710,Pumpkaboo,Pumpkaboo (Small Size),Ghost,Grass,Pickup,Frisk,Insomnia,44,66,70,44,55,56,335,7.7 lbs.,"1'00""",,,Pumpkin Pokémon,0.5,0.5,,Amorphous,,0
1007,710,Pumpkaboo,Pumpkaboo (Large Size),Ghost,Grass,Pickup,Frisk,Insomnia,54,66,70,44,55,46,335,16.5 lbs.,"1'08""",,,Pumpkin Pokémon,0.5,0.5,,Amorphous,,0
1008,710,Pumpkaboo,Pumpkaboo (Super Size),Ghost,Grass,Pickup,Frisk,Insomnia,59,66,70,44,55,41,335,33.1 lbs.,"2'07""",,,Pumpkin Pokémon,0.5,0.5,,Amorphous,,0
1009,711,Gourgeist,Gourgeist (Small Size),Ghost,Grass,Pickup,Frisk,Insomnia,55,85,122,58,75,99,494,20.9 lbs.,"2'04""",,,Pumpkin Pokémon,0.5,0.5,Pumpkaboo (Small Size),Amorphous,,0
1010,711,Gourgeist,Gourgeist (Large Size),Ghost,Grass,Pickup,Frisk,Insomnia,75,95,122,58,75,69,494,30.9 lbs.,"3'07""",,,Pumpkin Pokémon,0.5,0.5,Pumpkaboo (Large Size),Amorphous,,0
1011,711,Gourgeist,Gourgeist (Super Size),Ghost,Grass,Pickup,Frisk,Insomnia,85,100,122,58,75,54,494,86.0 lbs.,"5'07""",,,Pumpkin Pokémon,0.5,0.5,Pumpkaboo (Super Size),Amorphous,,0
1012,716,Xerneas,Xerneas (Active Mode),Fairy,,Fairy Aura,,,126,131,95,131,98,99,680,474.0 lbs.,"9'10""",,,Life Pokémon,,,,Undiscovered,,1
1013,718,Zygarde,Zygarde (10% Forme),Dragon,Ground,Power Construct,Power Construct,Power Construct,54,100,71,61,85,115,486,73.9 lbs.,"3'11""","Its sharp fangs make short work of finishing off its enemies, but it’s unable to maintain this body indefinitely. After a period of time, it falls apart.",This is Zygarde’s form when about 10% of its cells have been gathered. It runs across the land at speeds greater than 60 mph.,Order Pokémon,,,,Undiscovered,,1
1014,718,Zygarde,Zygarde (10% Forme),Dragon,Ground,,,,54,100,71,61,85,115,486,73.9 lbs.,"3'11""","Its sharp fangs make short work of finishing off its enemies, but it’s unable to maintain this body indefinitely. After a period of time, it falls apart.",This is Zygarde’s form when about 10% of its cells have been gathered. It runs across the land at speeds greater than 60 mph.,Order Pokémon,,,,Undiscovered,,1
1015,718,Zygarde,Zygarde (50% Forme),Dragon,Ground,,,,108,100,121,81,95,95,600,672.4 lbs.,"16'05""","This is Zygarde’s form when it has gathered 50% of its cells. It wipes out all those who oppose it, showing not a shred of mercy.",It’s thought to be monitoring the ecosystem. There are rumors that even greater power lies hidden within it.,Order Pokémon,,,,Undiscovered,,1
1016,718,Zygarde,Zygarde (Complete Forme),Dragon,Ground,Power Construct,Power Construct,Power Construct,216,100,121,91,95,85,708,1344.8 lbs.,"14'09""",This is Zygarde’s form at times when it uses its overwhelming power to suppress those who endanger the ecosystem.,This is Zygarde’s 100% form. It has enough power to overwhelm even Xerneas or Yveltal.,Order Pokémon,,,,Undiscovered,,1
1017,719,Diancie,Diancie (Mega Diancie),Rock,Fairy,Magic Bounce,,,50,160,110,160,110,110,700,61.3 lbs.,"3'07""",,,Jewel Pokémon,,,,Undiscovered,,1
1018,720,Hoopa,Hoopa (Hoopa Unbound),Psychic,Dark,Magician,,,80,160,60,170,130,80,680,1080.3 lbs.,"21'04""",,,Djinn Pokémon,,,,Undiscovered,,1
1019,735,Gumshoos,Gumshoos (1),Normal,,Stakeout,Strong Jaw,Adaptability,88,110,60,55,60,45,418,31.3 lbs.,"2'04""",,,Stakeout Pokémon,0.5,0.5,,Field,,0
1020,738,Vikavolt,Vikavolt (1),Bug,Electric,Levitate,Levitate,Levitate,77,70,90,145,75,43,500,99.2 lbs.,"4'11""",,,Stag Beetle Pokémon,0.5,0.5,,Bug,,0
1021,741,Oricorio,Oricorio (Pom-Pom Style),Electric,Flying,Dancer,Dancer,Dancer,75,70,70,98,70,93,476,7.5 lbs.,"2'00""","This Oricorio has sipped bright yellow nectar. Its bright, cheerful dance melts the hearts of its enemies.",It creates an electric charge by rubbing its feathers together. It dances over to its enemies and delivers shocking electrical punches.,Dancing Pokémon,0.25,0.75,,Flying,,0
1022,741,Oricorio,Oricorio (Pa’u Style),Psychic,Flying,Dancer,Dancer,Dancer,75,70,70,98,70,93,476,7.5 lbs.,"2'00""","This Oricorio relaxes by swaying gently. This increases its psychic energy, which it then fires at its enemies.",This Oricorio has sipped pink nectar. Its enemies�?hearts melt at the sight of its gently swaying hips.,Dancing Pokémon,0.25,0.75,,Flying,,0
1023,741,Oricorio,Oricorio (Sensu Style),Ghost,Flying,Dancer,Dancer,Dancer,75,70,70,98,70,93,476,7.5 lbs.,"2'00""","This Oricorio has sipped purple nectar. Its elegant, attractive dance will send the minds and hearts of its enemies to another world.","It summons the dead with its dreamy dancing. From their malice, it draws power with which to curse its enemies.",Dancing Pokémon,0.25,0.75,,Flying,,0
1024,745,Lycanroc,Lycanroc (Midnight Form),Rock,,Keen Eye,Vital Spirit,No Guard,85,115,75,55,75,82,487,55.1 lbs.,"3'07""","The more intimidating the opponent it faces, the more this Pokémon’s blood boils. It will attack with no regard for its own safety.","It goads its enemies into attacking, withstands the hits, and in return, delivers a headbutt, crushing their bones with its rocky mane.",Wolf Pokémon,0.5,0.5,Rockruff,Field,,0
1025,746,Wishiwashi,Wishiwashi (School Form),Water,,Schooling,Schooling,Schooling,45,140,130,140,135,30,620,173.3 lbs.,"26'11""","Weak Wishiwashi school together to concentrate their power. Their united force makes them the demon of the sea, feared near and far.","At their appearance, even Gyarados will flee. When they team up to use Water Gun, its power exceeds that of Hydro Pump.",Small Fry Pokémon,0.5,0.5,,Water 2,,0
1026,754,Lurantis,Lurantis (1),Grass,,Leaf Guard,Leaf Guard,Contrary,70,105,90,80,90,45,480,40.8 lbs.,"2'11""",,,Bloom Sickle Pokémon,0.5,0.5,,Grass,,0
1027,758,Salazzle,Salazzle (1),Poison,Fire,Corrosion,Corrosion,Oblivious,68,64,60,111,60,117,480,48.9 lbs.,"3'11""",,,Toxic Lizard Pokémon,0,1,,Monster,Dragon,0
1028,773,Silvally,Silvally (Type: Fighting),Fighting,,RKS System,RKS System,RKS System,95,95,95,95,95,95,570,221.6 lbs.,"7'07""",It destroyed its own control mask. It has become capable of changing its type by equipping special memories.,"Upon awakening, its RKS System is activated. By employing specific memories, this Pokémon can adapt its type to confound its enemies.",Synthetic Pokémon,,,Type: Null,Undiscovered,,1
1029,773,Silvally,Silvally (Type: Flying),Flying,,RKS System,RKS System,RKS System,95,95,95,95,95,95,570,221.6 lbs.,"7'07""",It destroyed its own control mask. It has become capable of changing its type by equipping special memories.,"Upon awakening, its RKS System is activated. By employing specific memories, this Pokémon can adapt its type to confound its enemies.",Synthetic Pokémon,,,Type: Null,Undiscovered,,1
1030,773,Silvally,Silvally (Type: Poison),Poison,,RKS System,RKS System,RKS System,95,95,95,95,95,95,570,221.6 lbs.,"7'07""",It destroyed its own control mask. It has become capable of changing its type by equipping special memories.,"Upon awakening, its RKS System is activated. By employing specific memories, this Pokémon can adapt its type to confound its enemies.",Synthetic Pokémon,,,Type: Null,Undiscovered,,1
1031,773,Silvally,Silvally (Type: Ground),Ground,,RKS System,RKS System,RKS System,95,95,95,95,95,95,570,221.6 lbs.,"7'07""",It destroyed its own control mask. It has become capable of changing its type by equipping special memories.,"Upon awakening, its RKS System is activated. By employing specific memories, this Pokémon can adapt its type to confound its enemies.",Synthetic Pokémon,,,Type: Null,Undiscovered,,1
1032,773,Silvally,Silvally (Type: Rock),Rock,,RKS System,RKS System,RKS System,95,95,95,95,95,95,570,221.6 lbs.,"7'07""",It destroyed its own control mask. It has become capable of changing its type by equipping special memories.,"Upon awakening, its RKS System is activated. By employing specific memories, this Pokémon can adapt its type to confound its enemies.",Synthetic Pokémon,,,Type: Null,Undiscovered,,1
1033,773,Silvally,Silvally (Type: Bug),Bug,,RKS System,RKS System,RKS System,95,95,95,95,95,95,570,221.6 lbs.,"7'07""",It destroyed its own control mask. It has become capable of changing its type by equipping special memories.,"Upon awakening, its RKS System is activated. By employing specific memories, this Pokémon can adapt its type to confound its enemies.",Synthetic Pokémon,,,Type: Null,Undiscovered,,1
